,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
14315,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.218203498419
14316,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,83.5344243529632
14317,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.5897868084325
14318,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9901355087253
14319,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9955405950803
14320,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,98.976067
14321,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.8
14322,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14323,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,44.3466758728027
14324,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14325,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14326,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,27.2
14327,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14328,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,47.5647434792957
14329,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14330,Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,95.5934371948242
14331,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14332,Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14333,"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,71.6737976074219
14334,Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,89.2199401855469
14335,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14336,Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14337,Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,78.3
14338,Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14339,Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,29.9220409393311
14340,"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,45.2167434692383
14341,Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,17.2
14342,Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,67.058708190918
14343,Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14344,Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,91.3995056152344
14345,Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14346,Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,85.494371
14347,Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14348,Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,86.9
14349,High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9688156109534
14350,"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14351,Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,88.653773
14352,Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,34.1242245654197
14353,Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14354,Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,37.7525901794434
14355,Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14356,IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,93.3457045493066
14357,IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,83.3046646720204
14358,IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,52.5471622973546
14359,IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,71.1758158088057
14360,Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,97.01
14361,IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,43.3412408888754
14362,Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14363,India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,81.2395095825195
14364,Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,0.0
14365,Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14366,"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14367,Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.6554107666016
14368,Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14369,Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14370,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14371,Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.35400390625
14372,Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9855880737305
14373,Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14374,Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9881439208984
14375,Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,36.0
14376,Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.8
14377,Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,56.1
14378,Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,80.7150192260742
14379,St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.7366943359375
14380,"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14381,Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14382,Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.6786766905534
14383,Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,81.4578628540039
14384,Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14385,Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,9.4
14386,Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,98.5213012695313
14387,St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.5657348632813
14388,Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,97.013168057364
14389,Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,38.7019638284631
14390,Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,33.5808317869955
14391,Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14392,Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,92.1920623779297
14393,Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,80.0957571208816
14394,Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,82.8471678524259
14395,Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,27.8
14396,Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,98.9201425454053
14397,Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14398,Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14399,Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14400,"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14401,St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,69.5478286743164
14402,Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,91.6
14403,Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14404,Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14405,Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,18.5967807769775
14406,Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14407,Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.8853656737509
14408,Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.172928
14409,Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,89.8922119140625
14410,Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,89.0778757644651
14411,"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9998092651367
14412,Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,31.8254013061523
14413,Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14414,Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,52.0
14415,Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.3682234578451
14416,Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9922637939453
14417,Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,80.6087341308594
14418,Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14419,Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,21.8645076751709
14420,Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,38.8
14421,Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,98.7012405395508
14422,Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,11.9
14423,Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9851226806641
14424,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14425,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,49.6249351501465
14426,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14427,Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,15.0305442810059
14428,Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,56.3719139099121
14429,Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,81.853073
14430,Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14431,Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14432,Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,84.9
14433,Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.1720581054688
14434,New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14435,OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9192431082423
14436,Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14437,Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,70.407532737883
14438,Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.0158538818359
14439,Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,91.6923828125
14440,Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,92.919989
14441,Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,88.6456985473633
14442,Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.8103
14443,Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,21.4462146759033
14444,Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14445,Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,39.1860989271692
14446,Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14447,"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,35.6489143371582
14448,Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14449,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.000716
14450,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9
14451,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,75.0178808778944
14452,Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9996650487967
14453,French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14454,Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14455,Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14456,Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14457,Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,19.8
14458,South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,81.4486895824243
14459,Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14460,Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,44.9
14461,Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,61.0
14462,Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14463,Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,42.6043548583984
14464,Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,16.0331554412842
14465,El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,95.125416
14466,San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14467,Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,26.6949920654297
14468,Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.6607979324826
14469,Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,37.7542697399869
14470,South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,6.92372846603394
14471,Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,37.760012898291
14472,Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,75.395851460785
14473,Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,68.6
14474,Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,88.3135299682617
14475,Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14476,Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14477,Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14478,Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,65.0
14479,Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14480,Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.2988891601563
14481,Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.0906524658203
14482,Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,95.1644515991211
14483,Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,7.94391202926636
14484,East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.9793814559818
14485,Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9910606049772
14486,Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,45.7
14487,Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9816665649414
14488,Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9784088134766
14489,Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9988479614258
14490,Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.9364667325082
14491,Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,57.7781982421875
14492,Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,96.3257106594436
14493,Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,95.3806762695313
14494,South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,81.4486895824243
14495,Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,37.760012898291
14496,Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14497,Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.8
14498,Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14499,Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,98.6397018432617
14500,Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,18.9101791381836
14501,Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,20.4
14502,Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14503,Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.2358909449992
14504,Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.657085
14505,United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14506,Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14507,St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,98.598648071289
14508,"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.3181457519531
14509,British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,0.0
14510,Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,100.0
14511,Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.2
14512,Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,43.1033477783203
14513,World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,85.690891936236
14514,Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,97.9
14515,Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,99.9931335449219
14516,"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,66.1
14517,South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,86.0
14518,Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,27.9
14519,Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,32.3
14520,Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,95.2381820678711
14521,Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,71.5
14522,Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,42.0
14523,Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14524,Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14525,Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,88.5179673938546
14526,United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14527,Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.9952087402344
14528,Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14529,American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,0.0
14530,Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,96.8262939453125
14531,Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14532,Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14533,Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14534,Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,7.25208950042725
14535,Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14536,Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,40.0334777832031
14537,Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,18.4700813293457
14538,Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,68.2046813964844
14539,Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14540,Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14541,"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14542,Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14543,Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14544,Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,91.8
14545,Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14546,Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,91.522822
14547,Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.710902
14548,Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14549,Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14550,Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,98.4235229492188
14551,Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,58.528751373291
14552,Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,13.3844232559204
14553,Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14554,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14555,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14556,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14557,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.714844
14558,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14559,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,64.0861968994141
14560,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,58.8651008605957
14561,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,16.4191646575928
14562,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,60.4
14563,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,98.186898
14564,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,75.3807144165039
14565,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,90.2439041137695
14566,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.409804
14567,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,95.568684039554
14568,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14569,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14570,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14571,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14572,Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14573,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14574,Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,52.0257759094238
14575,Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.9029693603516
14576,Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14577,Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,98.560364
14578,Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.3367080688477
14579,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,96.5332378798832
14580,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,86.9726148651367
14581,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,96.8726586624057
14582,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.9982315995547
14583,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,99.9991994861266
14584,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,98.825883
14585,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14586,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14587,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,45.5133209228516
14588,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14589,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14590,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,33.4185905456543
14591,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
14592,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,48.0132000036834
14593,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,100.0
