,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
8924,Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,99.5501098632813
8925,Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,19.1497609882321
8926,South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,0.0099999997764825
8927,Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,19.1590856963679
8928,Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,54.2528500925726
8929,Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,45.5554885864258
8930,Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8931,Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8932,Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8933,Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8934,Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,3.00262975692749
8935,Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8936,Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,90.9634094238281
8937,Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,83.0736923217773
8938,Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,91.0435180664063
8939,Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,0.29748061299324
8940,East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,84.3090248120397
8941,Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,98.2003547583571
8942,Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,4.74509143829346
8943,Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,79.3947601318359
8944,Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,97.2535629272461
8945,Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,99.0132446289063
8946,Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,87.5200235043377
8947,Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,1.5241414308548
8948,Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,87.4181969858786
8949,Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,80.1921157836914
8950,South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,47.5623391177452
8951,Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,19.1590856963679
8952,Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,85.4505920410156
8953,Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,90.005126953125
8954,Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,90.6798934936523
8955,Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,91.8888702392578
8956,Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,4.73174905776978
8957,Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,3.5149564743042
8958,Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,98.5220184326172
8959,Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,92.4857443272491
8960,Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,96.9165267944336
8961,United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8962,Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,98.8858489990234
8963,St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,70.3522338867188
8964,"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,97.8253860473633
8965,British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,
8966,Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,100.0
8967,Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,77.8592071533203
8968,Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,11.7135057449341
8969,World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,73.2377989795099
8970,Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,80.8791656494141
8971,Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,89.6069564819336
8972,"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,40.3009376525879
8973,South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,63.0452842712402
8974,Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,15.2875032424927
8975,Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,31.4366779327393
8976,Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,89.7735595703125
8977,Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.0099999997764825
8978,Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,16.1103248596191
8979,Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8980,Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8981,Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,75.7885216921504
8982,United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8983,Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,92.5584716796875
8984,Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.3526000976562
8985,American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
8986,Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,87.2370529174805
8987,Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8988,Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8989,Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,97.0304565429688
8990,Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,1.69453692436218
8991,Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8992,Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,12.7881803512573
8993,Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,5.38943719863892
8994,Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,17.8
8995,Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
8996,Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
8997,"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,92.8546371459961
8998,Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,97.7782211303711
8999,Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9000,Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,88.8506011962891
9001,Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9002,Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,64.1
9003,Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,91.4888916015625
9004,Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9005,Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9006,Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,8.18418788909912
9007,Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,14.6828155517578
9008,Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,2.27655458450317
9009,Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9010,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9011,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9012,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9013,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,95.2875442504883
9014,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,93.9614715576172
9015,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,36.5
9016,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,34.9687347412109
9017,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,2.63323926925659
9018,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,6.3256893157959
9019,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,91.9273452758789
9020,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,25.1538925170898
9021,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,42.0291862487793
9022,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.092170715332
9023,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,82.3787405951938
9024,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,94.4196701049805
9025,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9026,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9027,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9028,Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9029,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9030,Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,58.6371040344238
9031,Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,72.0828628540039
9032,Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9033,Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,83.2455139160156
9034,Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.6831893920898
9035,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,84.5358953406885
9036,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,57.700046799812
9037,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,85.8445639058575
9038,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.1382961939916
9039,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.1485258945649
9040,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,90.8653869628906
9041,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,95.3914413452148
9042,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9043,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,22.5098819732666
9044,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9045,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9046,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.598653972148895
9047,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9048,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,29.6169129869307
9049,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9050,Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,66.5683746337891
9051,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9052,Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9053,"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,35.5610961914063
9054,Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,68.9653701782227
9055,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9056,Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.0462951660156
9057,Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,32.1262588500977
9058,Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9059,Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,10.5958766937256
9060,"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,21.3143997192383
9061,Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,1.83773362636566
9062,Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,60.2539672851562
9063,Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9064,Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,83.4519271850586
9065,Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9066,Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,65.2812957763672
9067,Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9068,Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,70.9091949462891
9069,High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.5693901274825
9070,"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9071,Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,64.733947
9072,Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,12.6198004547102
9073,Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9074,Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,29.8779106140137
9075,Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9076,IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,78.9751013946794
9077,IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,68.7658750497293
9078,IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,28.5864390654808
9079,IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,49.8879677160456
9080,Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,62.8
9081,IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,17.8785603812719
9082,Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9083,India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,49.8675346374512
9084,Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9085,Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9086,"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,96.5761795043945
9087,Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,94.7683258056641
9088,Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9089,Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9090,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9091,Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,79.352409362793
9092,Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,97.9804382324219
9093,Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9094,Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.3842544555664
9095,Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,8.49062538146973
9096,Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.5327224731445
9097,Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,2.76906442642212
9098,Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,40.0035934448242
9099,St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,89.8735122680664
9100,"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9101,Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9102,Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,87.9506531882745
9103,Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,26.5798015594482
9104,Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.6139831542969
9105,Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.0099999997764825
9106,Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.8681411743164
9107,St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,86.1149368286133
9108,Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,88.5021381547697
9109,Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,12.6394397206103
9110,Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,10.7707928037734
9111,Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9112,Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,59.7313575744629
9113,Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,53.0173508078912
9114,Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,67.9343231717213
9115,Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.0099999997764825
9116,Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,91.6403515405878
9117,Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9118,Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9119,Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9120,"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9121,St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,46.8243713378906
9122,Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,56.9444427490234
9123,Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9124,Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,96.3255233764648
9125,Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,11.327262878418
9126,Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,78.1832656860352
9127,Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,88.2939225825232
9128,Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,95.238294
9129,Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,58.9349403381348
9130,Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,73.3663221390061
9131,"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,95.6964797973633
9132,Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.885507881641388
9133,Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9134,Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,39.169864654541
9135,Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,87.890237071797
9136,Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.9527053833008
9137,Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,70.4468002319336
9138,Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9139,Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.55948531627655
9140,Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,9.92841529846191
9141,Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.3968658447266
9142,Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,2.82191109657288
9143,Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,95.3094635009765
9144,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9145,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,29.5511283874512
9146,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9147,Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,4.66474008560181
9148,Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,36.7277450561523
9149,Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,69.3630142211914
9150,Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9151,Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9152,Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,3.53385210037231
9153,Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9154,New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9155,OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.0522948828965
9156,Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9157,Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,46.6169580869242
9158,Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,66.2011260986328
9159,Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,75.9392700195312
9160,Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,65.7832565307617
9161,Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,66.7876358032227
9162,Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,97.9823684692383
9163,Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,8.08790302276612
9164,Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9165,Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,19.7481700400823
9166,Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9167,"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,1.1968846321106
9168,Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9169,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,83.9956359863281
9170,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,98.1164398193359
9171,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,48.7610506042907
9172,Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.8534849576663
9173,French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9174,Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9175,Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9176,Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9177,Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.188256278634071
9178,South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,47.1297641589219
9179,Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,
9180,Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,28.6107025146484
9181,Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,31.2250347137451
9182,Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9183,Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.0099999997764825
9184,Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,8.82478809356689
9185,El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,76.7194595336914
9186,San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9187,Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.0246996525675058
9188,Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.6339797973633
9189,Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,19.6217715547523
9190,South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,0.0099999997764825
9191,Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,19.6309043900362
9192,Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,54.9625542660508
9193,Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,46.4796714782715
9194,Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,99.9905624389648
9195,Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9196,Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9197,Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,100.0
9198,Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,5.79214000701904
